ID,Name,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
4006,Journey,92,78,8.8,1381,ThatGameCompany,E
4007,SBK X: Superbike World Championship,73,4,7.5,4,Milestone S.r.l,E10+
4008,Dragon Ball: Fusions,68,12,7.6,16,Ganbarion,T
4009,Madden NFL 07,70,9,6.5,10,Exient Entertainment,E
4010,HBO Boxing,26,7,4,5,Osiris Studios,E
4011,Bass Pro Shops: The Strike,63,4,5.8,5,Piranha Games,E
4012,Darkwatch,75,43,8.1,21,High Moon Studios,M
4013,Disgaea D2: A Brighter Darkness,74,37,8.1,61,Nippon Ichi Software,T
4014,Maximo vs Army of Zin,83,46,7.8,13,Capcom,T
4015,Assassin's Creed Syndicate,74,14,5.9,544,Ubisoft Quebec,M
4016,Summoner 2,76,20,8.3,22,Volition Inc.,T
4017,Shadow of Destiny,78,18,8.2,19,Konami,T
4018,Ninja Gaiden: Dragon Sword,83,52,7.8,36,Team Ninja,T
4019,Cabela's Deer Hunt: 2004 Season,65,5,8.4,16,FUN Labs,T
4020,World of Final Fantasy,77,5,8.6,46,Square Enix,E10+
4021,Danganronpa Another Episode: Ultra Despair Girls,72,35,8.4,77,Spike Chunsoft,M
4022,Pro Evolution Soccer 2012,79,9,7,12,Konami,E
4023,The Legend of Spyro: The Eternal Night,60,8,6.4,15,Krome Studios,E10+
4024,The Wolf Among Us,83,6,8.4,259,Telltale Games,M
4025,Cursed Mountain,67,51,7.6,33,"Deep Silver, Sproing Interactive Media, Sproing",M
4026,Age of Empires: Mythologies,78,28,6.9,20,Griptonite Games,E10+
4027,SBK Superbike World Championship,63,17,8,6,Milestone S.r.l,E10+
4028,Bionicle,47,5,4.2,5,Argonaut Games,E
4029,Heroes of Ruin,69,53,7.4,50,n-Space,T
4030,A Boy and His Blob,80,43,8.7,35,WayForward,E
4031,Baja: Edge of Control,61,21,5,11,2XL Games,E
4032,G.I. Joe: The Rise of Cobra,43,32,4.8,13,Double Helix Games,T
4033,UFC Undisputed 2010,74,27,7,13,Yuke's,T
4034,World Series of Poker,37,6,6.4,20,Activision,E10+
4035,Rayman Raving Rabbids,67,16,7.3,19,Ubisoft Montpellier,E
4036,Deus Ex: The Conspiracy,81,25,8.9,49,Ion Storm,M
4037,Unreal II: The Awakening,64,27,5.3,20,Tantalus Interactive,M
4038,Rumble Racing,85,17,8.2,9,Electronic Arts,E
4039,Spider-Man: Web of Shadows,69,4,4.1,16,"Treyarch, Shaba Games",E10+
4040,Vampire Rain,38,45,2.9,44,Artoon,M
4041,Batman Begins,65,56,7.1,21,Eurocom Entertainment Software,T
4042,NBA Live 15,53,9,6.8,53,EA Sports,E
4043,JSRF: Jet Set Radio Future,88,36,8.2,102,Smilebit,T
4044,NHL Hitz 20-02,79,13,8.7,7,Midway,E
4045,Way of the Samurai 3,55,22,6.8,16,Acquire,M
4046,NCAA Football 2003,91,11,8.1,9,EA Sports,E
4047,Hitman: HD Trilogy,71,20,7.6,46,Io Interactive,M
4048,J Stars Victory Vs.,74,5,7.9,29,Bandai Namco Games,T
4049,de Blob 2,74,50,7.1,34,Blue Tongue Entertainment,E10+
4050,ESPN Winter X Games: Snowboarding 2002,64,14,7.9,8,Konami,T
4051,Final Fantasy Fables: Chocobo's Dungeon,76,34,8,20,h.a.n.d. Inc.,E10+
4052,Project: Snowblind,78,54,8.3,23,Crystal Dynamics,T
4053,Prison Break: The Conspiracy,40,37,4.7,19,ZootFly,T
4054,You Don't Know Jack,81,5,7.7,6,"Jellyvision, Iron Galaxy Studios",T
4055,Mortal Kombat: Special Forces,28,7,2.4,17,Midway,M
4056,Mega Man Legacy Collection,77,27,7.1,26,Digital Eclipse,E
4057,The Last Airbender,53,4,6.6,5,THQ,T
4058,NCAA March Madness 07,67,33,7.1,15,EA Canada,E
4059,StokEd,68,34,8.6,19,Bongfish,T
4060,Evil Dead: Regeneration,68,26,8.5,8,Cranky Pants Games,M
4061,Defiance,64,40,6.5,661,Trion Worlds,M
4062,NHL 2003,80,12,7.9,12,EA Sports,E
4063,Tiger Woods PGA Tour,78,25,7.4,14,EA Canada,E
4064,NHL 2K3,89,25,7.8,17,Treyarch,E
4065,You Don't Know Jack,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios",T
4066,Final Fight One,82,16,7.8,8,Sun-Tec,E
4067,Tony Hawk's Pro Skater 5,32,43,1.5,427,Robomodo,T
4068,MLB 10: The Show,79,11,6.6,8,SCEA,E
4069,Gallop Racer 2003: A New Breed,68,16,8.5,15,Tecmo,E
4070,Frogger 3D,54,11,5.5,8,Alpha Unit,E
4071,Blue Dragon Plus,69,46,6.5,15,Brownie Brown,E
4072,BeyBlade VForce: Super Tournament Battle,33,6,7.5,18,Takara,E
4073,Dead to Rights: Retribution,61,64,7,34,Volatile Games,M
4074,Dragon Ball Z: Sagas,48,11,6.6,11,Avalanche Software,T
4075,X2: Wolverine's Revenge,58,27,6.4,9,GenePool,T
4076,Power Rangers: Wild Force,55,4,6.9,8,Natsume,E
4077,Tenchu: Shadow Assassins,70,35,7.8,24,Acquire,M
4078,Lost Planet 3,61,30,5.5,102,Spark Unlimited,T
4079,Beyblade G-Revolution,40,5,7.8,5,Full Fat,E
4080,Capcom Fighting Evolution,57,33,4.8,5,Capcom,T
4081,Assassin's Creed The Ezio Collection,72,32,7.4,49,Ubisoft Montreal,M
4082,God of War Collection,73,28,7.4,133,"Sanzaru Games, Sanzaru Games, Inc.",M
4083,Anarchy Reigns,71,35,8.2,106,PlatinumGames,M
4084,Mobile Suit Gundam: Crossfire,33,31,5.1,47,Bec,T
4085,Suikoden Tactics,68,31,8.6,17,Konami,T
4086,NCAA March Madness 06,76,21,7.2,5,EA Canada,E
4087,Sniper: Ghost Warrior 2,52,33,5.7,110,City Interactive,M
4088,EVE Online,69,22,7.5,280,CCP,T
4089,Phantasy Star Online,89,21,9.1,33,Sonic Team,T
4090,Crazy Taxi 3: High Roller,69,33,8.5,13,Hitmaker,T
4091,Midnight Club 3: DUB Edition Remix,87,16,5.3,18,Rockstar San Diego,E10+
4092,Thrillville,72,13,2.8,39,Frontier Developments,E10+
4093,"Warhammer 40,000: Space Marine",74,34,7.4,596,Relic,M
4094,The King of Fighters Collection: The Orochi Saga,67,14,8.5,4,Terminal Reality,T
4095,Disney's Planes,51,10,5.3,9,Behaviour Interactive,E
4096,MLB SlugFest 20-03,79,9,7.8,5,Gratuitous Games,E
4097,The Con,63,37,7.3,16,"SCEA, Think and Feel",T
4098,Pitfall: The Lost Expedition,70,34,8.9,12,Edge of Reality,E
4099,Need for Speed Carbon: Own the City,70,6,7.5,15,Exient Entertainment,E
4100,Enchanted Arms,64,23,5.9,40,From Software,T
4101,Le Mans 24 Hours,75,19,7.6,9,Atari,E
4102,The Witch and the Hundred Knight,53,44,7.5,80,Nippon Ichi Software,T
4103,Dragon Ball Z: Harukanaru Densetsu,57,16,6.2,10,Bec,E
4104,Harvest Moon: More Friends of Mineral Town,82,8,9.2,40,TOSE,E
4105,X2: Wolverine's Revenge,72,8,7.2,5,Vicarious Visions,E
4106,NBA 2K2,90,17,7.6,5,Visual Concepts,E
4107,Code of Princess,67,38,7.6,73,Studio Saizensen,T
4108,Major League Baseball 2K11,72,13,6.3,9,Visual Concepts,E
4109,Dark Messiah of Might and Magic Elements,52,27,7,48,Ubisoft Annecy,M
4110,Planet 51,53,6,5.8,4,Pyro Studios,E
4111,Dead to Rights II,51,32,5.3,7,WideScreen Games,M
4112,FIFA 16,81,10,4.4,296,EA Sports,E
4113,NBA Live 14,36,14,3.1,88,EA Sports,E
4114,Kung Fu Rider,36,45,3.7,21,SCE Japan Studio,E10+
4115,DarkStar One: Broken Alliance,63,33,7.2,19,Gaming Minds Studios,T
4116,Dragon Ball: Xenoverse 2,73,8,7.3,29,Dimps Corporation,T
4117,Odin Sphere: Leifthrasir,87,49,8.2,178,Vanillaware,T
4118,Ty the Tasmanian Tiger 2: Bush Rescue,70,20,8.6,11,Krome Studios,E
4119,Body and Brain Connection,57,33,4.8,4,Namco Bandai Games,E
4120,Dragon Ball: Revenge of King Piccolo,65,25,7.3,15,Media Vision,E10+
4121,Warriors Orochi,62,13,6.6,10,"Omega Force, Koei Canada",T
4122,MVP Baseball 2003,82,18,9,9,EA Sports,E
4123,Monster Jam,43,9,6.4,5,Torus Games,E
4124,Infinite Space,75,46,9,61,PlatinumGames,T
4125,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",72,31,6,6,Traveller's Tales,T
4126,NBA 07,68,24,7,5,SCEA,E
4127,Two Worlds II,76,31,6.5,315,Reality Pump,M
4128,IHRA Drag Racing 2004,40,5,7.4,7,Bethesda Softworks,E
4129,The Legend of Heroes: Trails of Cold Steel,86,12,7.7,128,Falcom,T
4130,Clive Barker's Jericho,60,34,7.1,52,"Mercury Steam, Alchemic Productions",M
4131,Tekken 3D: Prime Edition,64,42,5.9,39,Arika,T
4132,Marvel: Ultimate Alliance 2,65,7,6.7,9,n-Space,E10+
4133,Front Mission Evolved,58,52,6.1,24,Double Helix Games,T
4134,From Russia With Love,71,34,8.8,12,Electronic Arts,T
4135,Apache: Air Assault,66,17,6.1,12,Gaijin Entertainment,T
4136,Dying Light,75,40,7.9,1295,Techland,M
4137,Grandia II,90,17,8.8,57,Game Arts,T
4138,Ridge Racer 6,74,65,7.1,28,Namco,E
4139,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,53,20,7,10,KCE Studios,E10+
4140,Zone of the Enders HD Collection,75,21,8.8,20,High Voltage Software,M
4141,Record of Agarest War,71,7,7,35,Compile Heart,T
4142,Gladius,78,27,8,22,LucasArts,T
4143,Earth Defense Force: Insect Armageddon,63,28,7,24,Vicious Cycle,T
4144,Dave Mirra Freestyle BMX 2,76,18,8.2,6,"Z-Axis, Ltd.",T
4145,SpongeBob SquarePants: Revenge of the Flying Dutchman,66,4,8.3,10,Big Sky Software,E
4146,Taiko Drum Master,77,35,8.1,8,Namco,E
4147,Dungeon Hunter Alliance,49,34,6.4,61,Ubisoft,T
4148,Forgotten Realms: Demon Stone,71,40,6.8,18,Stormfront Studios,T
4149,Soldier of Fortune: Payback,50,35,5.6,20,Cauldron Ltd.,M
4150,Afro Samurai,65,52,6.1,27,"Namco Bandai Games America, Namco Bandai Games",M
4151,Silent Hill: Book of Memories,58,57,5.1,102,WayForward,M
4152,Playboy: The Mansion,59,33,7.5,18,Cyberlore Studios,M
4153,Baja: Edge of Control,65,35,7.1,18,2XL Games,E
4154,Tiger Woods PGA Tour 06,80,15,7.9,8,Team Fusion,E
4155,Bleach: The 3rd Phantom,59,28,8,10,"Sega, Tom Create",T
4156,MC Groovz Dance Craze,42,8,6.8,9,Mad Catz,E
4157,The Thing,78,21,6.6,14,Computer Artworks,M
4158,Untold Legends: Dark Kingdom,58,40,7.2,36,Sony Online Entertainment,T
4159,Plants vs. Zombies,85,8,7.9,60,PopCap,E10+
4160,Baldur's Gate: Dark Alliance,83,25,8.3,26,Snowblind Studios,T
4161,Prince of Persia: Warrior Within,83,31,8.6,20,Ubisoft,M
4162,Warriors Orochi,53,27,7.4,13,Omega Force,T
4163,Predator: Concrete Jungle,47,14,8.8,76,Eurocom Entertainment Software,M
4164,Arcana Heart 3,73,10,7.5,27,Examu,T
4165,X-Men Origins: Wolverine,55,8,8.1,8,Griptonite Games,E10+
4166,Big Mutha Truckers 2,51,26,2.1,9,Eutechnyx,M
4167,Armored Core 4,65,36,6.8,25,From Software,T
4168,Solatorobo: Red the Hunter,76,40,7.9,23,CyberConnect2,E10+
4169,NHL FaceOff 2001,57,11,4,4,989 Sports,E
4170,Mana Khemia 2: Fall of Alchemy,70,12,8.2,17,Gust,T
4171,The Great Escape,57,19,8,21,Pivotal Games,T
4172,Castlevania: Lords of Shadow 2,63,55,7.8,528,Mercury Steam,M
4173,Big Mutha Truckers,59,12,4.3,9,Eutechnyx,T
4174,Way of the Samurai 4,58,25,6.5,15,Acquire,M
4175,The Hobbit,67,6,9.2,17,Saffire,E
4176,The King of Fighters XI,75,30,8.5,15,SNK Playmore,T
4177,Tom Clancy's Splinter Cell: Essentials,58,37,7.5,39,Ubisoft,M
4178,Major League Baseball 2K12,68,8,4.4,5,Visual Concepts,E
4179,Family Guy,51,14,6.3,15,High Voltage Software,M
4180,Sniper Elite,76,21,8.9,36,Rebellion,M
4181,Harry Potter and the Goblet of Fire,70,13,7.4,16,Electronic Arts,E10+
4182,Breath of Fire II,81,16,8.8,16,Capcom,E
4183,UFC Personal Trainer: The Ultimate Fitness System,65,8,2.4,5,THQ,E
4184,Conan,69,49,7.3,67,Nihilistic,M
4185,No More Heroes: Heroes' Paradise,72,38,7.3,38,FeelPlus,M
4186,Aliens vs Predator,68,35,7.4,985,Rebellion,M
4187,Captain America: Super Soldier,61,34,7.3,40,Next Level Games,T
4188,Manhunt,74,37,7.9,19,Rockstar North,M
4189,NCAA Final Four 2003,57,16,6,4,989 Sports,E
4190,Dynasty Warriors: Gundam 2,49,30,7,18,Omega Force,T
4191,Bound By Flame,53,40,5.9,230,Spiders,M
4192,Spectrobes: Origins,71,22,8.4,16,Genki,E10+
4193,DanceMasters,63,30,5.9,7,GCP1,E10+
4194,Breath of Fire: Dragon Quarter,78,28,6.9,35,Capcom,T
4195,Shiren the Wanderer,71,21,7.6,5,ChunSoft,T
4196,LEGO Marvel's Avengers,60,4,7.1,15,TT Games,E10+
4197,Spore Hero Arena,49,11,2.6,8,Full Fat,E
4198,Disney's Magical Mirror Starring Mickey Mouse,50,9,8.9,10,Capcom,E
4199,Enchanted Arms,69,54,6.9,60,From Software,T
4200,Conflict: Denied Ops,52,35,4.9,22,Pivotal Games,M
4201,Mafia III,63,29,3.2,881,Hangar 13,M
4202,Mace Griffin: Bounty Hunter,62,19,8.3,7,Warthog,M
4203,Legacy of Kain: Defiance,74,30,7.9,21,Crystal Dynamics,M
4204,Final Fantasy XI,66,25,6.5,33,Square Enix,T
4205,Peter Jackson's King Kong: The Official Game of the Movie,56,10,6.4,22,Phoenix Games Studio,T
4206,Fighter Within,23,39,3,211,Ubisoft,T
4207,Aliens versus Predator: Extinction,66,17,8.4,30,Zono Inc.,T
4208,Shrek: Forever After,57,11,4.5,6,Xpec,E10+
4209,X-Men Origins: Wolverine,60,6,7.5,12,Griptonite Games,T
4210,NHL Hitz Pro,79,23,8.9,13,Next Level Games,E
4211,Space Invaders Extreme 2,82,38,7.1,8,Taito Corporation,E
4212,Need for Speed: The Run,65,9,6,26,Firebrand Games,E10+
4213,Supreme Commander 2,77,54,6.2,803,Gas Powered Games,E10+
4214,Quantum Theory,43,34,5.3,21,Tecmo,M
4215,Dawn of Discovery,81,24,8.5,15,Keen Games,E10+
4216,Guitar Hero Live,84,4,6.1,36,"Activision, FreeStyleGames",T
4217,Frequency,83,26,9,29,Harmonix Music Systems,E
4218,Dynasty Warriors 8: Empires,63,30,7.5,42,Omega Force,T
4219,2002 FIFA World Cup,79,17,9,4,Software Creations,E
4220,SpongeBob SquigglePants 3D,64,8,6,8,WayForward,E
4221,Sudeki,72,75,8.4,49,Climax Group,M
4222,Majin and the Forsaken Kingdom,74,46,8.1,24,Game Republic,T
4223,Silent Hill HD Collection,69,17,5.6,98,Konami,M
4224,Arc Rise Fantasia,64,26,7.8,43,"Image Epoch, Imageepoch",T
4225,South Park: The Stick of Truth,85,48,8.6,1739,Obsidian Entertainment,M
4226,Teenage Mutant Ninja Turtles 2: Battle Nexus,49,16,4.6,7,Konami,T
4227,MLB 12: The Show,76,15,7.8,42,SCEA San Diego Studios,E
4228,NBA 2K11,82,6,8.6,37,Visual Concepts,E
4229,WWE All Stars,68,11,7,8,THQ,T
4230,Naruto: Ninja Destiny,61,22,4.4,10,Takara Tomy,T
4231,FaceBreaker,54,57,6.3,19,EA Canada,T
4232,Spider-Man: Shattered Dimensions,73,13,7,6,Griptonite Games,E10+
4233,Lunar Legend,79,20,7.8,8,Magic Rings,E
4234,Conflict: Global Terror,62,15,8.5,10,Pivotal Games,M
4235,Dante's Inferno,70,14,8.1,46,"Artificial Mind and Movement, EA Redwood Shores",M
4236,Injustice: Gods Among Us,82,5,7.9,112,NetherRealm Studios,T
4237,Tomb Raider: Underworld,70,9,8.4,10,Santa Cruz Games,T
4238,Death Jr.,61,40,7.3,21,Backbone Entertainment,T
4239,Hulk,71,26,7.4,7,Radical Entertainment,T
4240,Phantasy Star Universe,68,18,8.5,23,Sonic Team,T
4241,Gungrave,65,28,8.6,16,Seta Corporation,M
4242,Transworld Surf,76,15,8.5,6,Rockstar San Diego,T
4243,Tenchu: Fatal Shadows,58,33,8,24,K2 LLC,M
4244,50 Cent: Blood on the Sand,72,37,7.2,57,Swordfish Studios,M
4245,Metro: Last Light,82,71,8.6,2654,4A Games,M
4246,Evolve,77,39,4.3,969,Turtle Rock Studios,M
4247,Resident Evil: Revelations,80,19,7.5,146,Capcom,M
4248,The Legend of Spyro: A New Beginning,67,13,7.3,11,Krome Studios,E10+
4249,Armored Core: For Answer,62,22,7.6,31,From Software,T
4250,Harry Potter and the Prisoner of Azkaban,67,23,8.8,10,EA Games,E
4251,Street Fighter X Tekken,79,25,7.5,66,Capcom,T
4252,The Legend of Heroes: Trails of Cold Steel II,80,23,7.3,73,Falcom,T
4253,Rise of the Kasai,68,37,8,5,BottleRocket Entertainment,M
4254,Risen,60,37,6.4,77,Piranha Bytes,M
4255,Nostalgia,72,36,7.6,19,Matrix Software,E10+
4256,Dynasty Warriors Gundam,55,34,6.8,20,"Koei, Omega Force",T
4257,Chibi-Robo! Park Patrol,78,14,7.5,13,Skip Ltd.,E
4258,Tom Clancy's Splinter Cell: Blacklist,82,13,7.4,754,Ubisoft Toronto,M
4259,One Piece: Unlimited Adventure,67,17,8.5,32,Ganbarion,T
4260,Shaun White Skateboarding,61,26,6.5,8,Ubisoft Montreal,T
4261,Conflict: Denied Ops,51,28,3.1,25,Pivotal Games,M
4262,Binary Domain,74,43,8,185,Sega,M
4263,Ice Age: Dawn of the Dinosaurs,67,23,7.3,7,Activision,E10+
4264,Robin Hood: Defender of the Crown,59,18,5.6,5,Cinemaware,T
4265,R-Type Final,79,50,9.1,21,Irem,E
4266,Bolt,59,11,6.8,6,Avalanche Software,E10+
4267,Sega GT 2002,82,24,8.2,24,Wow Entertainment,E
4268,F1 2011,83,10,7.2,83,Codemasters,E
4269,Ty the Tasmanian Tiger 3: Night of the Quinkan,68,13,8.1,15,Krome Studios,E10+
4270,Samurai Warriors 2: Empires,55,20,7.3,7,Omega Force,T
4271,Blood Omen 2,76,22,9,9,Crystal Dynamics,M
4272,Earth Defense Force: Insect Armageddon,68,40,8.2,45,Vicious Cycle,T
4273,Major League Baseball 2K10,74,19,5.3,4,Visual Concepts,E
4274,Saints Row IV,86,45,7.4,1543,Volition Inc.,M
4275,Harry Potter: Quidditch World Cup,69,14,7.5,4,Electronic Arts,E
4276,Dance Central: Spotlight,74,19,7,47,Harmonix Music Systems,T
4277,Warriors: Legends of Troy,44,22,7,24,Tecmo Koei Canada,M
4278,La Pucelle: Tactics,79,47,8.5,15,Nippon Ichi Software,T
4279,Arcania: Gothic 4,63,25,4.4,307,Spellbound,T
4280,NBA Ballers: Chosen One,55,42,4.2,15,Midway,E
4281,Tiger Woods PGA Tour 07,81,21,6.8,6,EA Redwood Shores,E
4282,Disney's Meet the Robinsons,62,11,6.3,4,Buena Vista Games,E10+
4283,Sword Art Online: Hollow Realization,69,32,7.7,52,Bandai Namco Games,T
4284,The Lord of the Rings: War in the North,66,21,7.1,289,Snowblind Studios,M
4285,SBK X: Superbike World Championship,74,13,8.3,8,Milestone S.r.l,E10+
4286,Rango: The Video Game,65,23,6.4,7,Behaviour Interactive,E10+
4287,EverQuest Online Adventures: Frontiers,77,16,8.5,17,Sony Online Entertainment,T
4288,Fairy Fencer F,65,31,7.4,50,Compile Heart,T
4289,Shadows of the Damned,76,76,8.4,139,Grasshopper Manufacture,M
4290,Phantasy Star Online Ver. 2,80,10,8.9,18,Sonic Team,T
4291,Fight Club,36,28,4.4,22,Genuine Games,M
4292,Samurai Warriors: State of War,64,30,6.4,8,Omega Force,T
4293,Dragon Blade: Wrath of Fire,51,19,7.5,17,D3Publisher,T
4294,The Munchables,71,33,8.2,5,Now Production,E
4295,Close Combat: First to Fight,69,46,7.8,10,Destineer,T
4296,Indiana Jones and the Emperor's Tomb,73,43,8.6,17,Double Helix Games,T
4297,Buffy the Vampire Slayer: Chaos Bleeds,72,27,8.9,47,Eurocom Entertainment Software,T
4298,Ty the Tasmanian Tiger,68,13,8.5,11,Krome Studios,E
4299,Heavy Fire: Afghanistan,39,5,3.3,16,Teyon,T
4300,Siren,72,48,7.8,41,SCE Japan Studio,M
4301,NARC,51,27,2.8,6,Point of View,M
4302,Driver: San Francisco,80,11,7,332,Ubisoft Reflections,T
4303,Shape Up,58,6,8.3,28,Ubisoft Montreal,E
4304,Amplitude,86,35,8.8,26,Harmonix Music Systems,T
4305,Disgaea DS,82,32,7.5,35,Nippon Ichi Software,T
4306,Gauntlet: Seven Sorrows,61,36,7.8,4,Midway,T
4307,AirForce Delta Storm,61,21,7.1,7,KCE Studios,E
4308,Fear Effect 2: Retro Helix,84,15,8.9,17,Kronos Digital Entertainment,M
4309,Atelier Shallie: Alchemists of the Dusk Sea,76,26,7.7,44,Gust,E10+
4310,Call of Duty: World at War,83,36,7.5,721,Treyarch,M
4311,CSI: Fatal Conspiracy,39,5,5.6,13,Telltale Games,M
4312,Vietcong: Purple Haze,48,11,4.3,6,Coyote Developments,M
4313,Syndicate,74,65,7.1,174,Starbreeze,M
4314,Zumba Fitness Rush,73,7,6.2,5,"Majesco Games, Majesco",E10+
4315,Call of Juarez,71,37,6.9,46,Techland,M
4316,Ghostbusters: The Video Game,54,13,4.7,13,Red Fly Studio,E10+
4317,Bloody Roar: Primal Fury,75,27,8.5,20,Eighting/Raizing,T
4318,MotoGP,44,10,5.4,11,Milestone S.r.l,E
4319,Mushroom Men: The Spore Wars,72,37,8.7,33,Red Fly Studio,E10+
4320,Saint Seiya: Soldiers' Soul,59,30,7.8,45,Dimps Corporation,T
4321,LEGO Harry Potter: Years 5-7,64,19,6.8,21,Traveller's Tales,E10+
4322,Corpse Party: Blood Drive,60,19,7.4,58,5pb,M
4323,The Last Airbender,69,6,7,4,THQ,E10+
4324,MotoGP 14 ,73,28,6.4,26,Milestone S.r.l,E
4325,Alone in the Dark,39,10,4.4,34,Hydravision,M
4326,Six Flags Fun Park,34,4,7,4,Brash Entertainment,E
4327,Test Drive Off-Road Wide Open,64,21,8.3,9,Rockstar San Diego,E
4328,WWE All Stars,70,4,6.6,5,THQ,T
4329,Bad Boys: Miami Takedown,35,20,5.9,9,Blitz Games,M
4330,Valhalla Knights 3,48,19,6.8,56,K2,M
4331,Mega Man X: Command Mission,69,27,7.1,18,"Valuewave Co.,Ltd.",E
4332,Tokyo Xtreme Racer DRIFT,59,13,8.6,15,Genki,E
4333,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",65,20,7.5,4,Amaze Entertainment,E10+
4334,Cabela's Big Game Hunter 2005 Adventures,65,5,8.3,6,FUN Labs,T
4335,Senran Kagura: Estival Versus,71,4,7.4,34,Marvelous Inc.,M
4336,GRID Autosport,75,35,6.8,62,Codemasters,E
4337,Half-Minute Hero,84,41,7.8,38,Opus,E10+
4338,Gauntlet: Dark Legacy,60,20,9.1,16,Midway,T
4339,The Chronicles of Narnia: Prince Caspian,56,24,7.5,13,Traveller's Tales,T
4340,Shadow The Hedgehog,49,24,5.5,36,Sega,E10+
4341,World of Outlaws: Sprint Cars,57,4,8.1,10,Big Ant Studios,E
4342,Van Helsing,63,32,7.6,8,Saffire,T
4343,Grand Slam Tennis 2,71,45,5.1,14,EA Sports,E
4344,Ben 10 Ultimate Alien: Cosmic Destruction,51,5,5.3,4,Papaya Studios,E10+
4345,Pure Futbol,38,20,7.9,29,Ubisoft Vancouver,E
4346,Spider-Man: Friend or Foe,58,7,4.4,9,Artificial Mind and Movement,E10+
4347,Gun,77,27,8.6,8,Neversoft Entertainment,M
4348,SoulCalibur Legends,52,35,5.7,24,Namco Bandai Games,T
4349,Aliens: Colonial Marines,45,40,3.5,1156,Gearbox Software,M
4350,Tiger Woods PGA Tour 2004,75,5,7.5,4,Backbone Emeryville,E
4351,FIFA Soccer 11,83,16,7.7,102,EA Sports,E
4352,Borderlands,81,37,7.8,1363,Gearbox Software,M
4353,de Blob 2,79,20,8.1,26,Blue Tongue Entertainment,E10+
4354,Silent Hill 4: The Room,76,43,8.3,26,KCET,M
4355,Commandos 2: Men of Courage,67,19,6.8,11,Pyro Studios,T
4356,Remember Me,70,42,7.5,267,DONTNOD Entertainment,M
4357,Brink,70,38,6,547,Splash Damage,T
4358,FIFA Soccer 2002,81,13,8,9,EA Sports,E
4359,Disney's Tarzan Untamed,61,11,7.4,8,Ubisoft Montreal,E
4360,Trinity Universe,62,25,7.2,28,"Gust, Idea Factory",T
4361,Senran Kagura: Estival Versus,67,25,8,96,Marvelous Inc.,M
4362,Ball Breakers,68,10,5.3,4,Lost Toys,E
4363,Splatterhouse,62,51,7.6,60,"Namco Bandai Games America, Namco Bandai Games",M
4364,EyeToy: Groove,73,34,8,5,SCEE,E
4365,You Don't Know Jack,82,11,7.3,18,"Jellyvision, Iron Galaxy Studios",T
4366,Charlie and the Chocolate Factory,39,16,3.2,6,"High Voltage Software, Backbone Entertainment",E
4367,Armored Core: Last Raven,59,16,8.9,14,From Software,T
4368,Burnout Legends,38,12,6,59,Visual Impact,E
4369,College Hoops 2K7,81,9,7.1,8,2K Sports,E
4370,K-1 World Grand Prix,67,24,9,7,Konami,T
4371,Juiced,68,39,9.1,15,Juice Games,T
4372,Naruto Shippuden: Dragon Blade Chronicles,38,14,3,12,"Eighting, Takara Tomy",E10+
4373,DiRT Showdown,75,27,6.3,43,Codemasters,E10+
4374,Sonic Riders: Zero Gravity,56,16,8.3,27,Sonic Team,E
4375,UFC: Sudden Impact,54,29,7.7,7,Opus,T
4376,Full Auto 2: Battlelines,67,43,7.6,25,Pseudo Interactive,T
4377,College Hoops 2K8,81,21,6.9,16,Visual Concepts,E
4378,How to Train Your Dragon,51,18,7,6,Etranges Libellules,E10+
4379,Dynasty Warriors: Gundam 3,65,27,7.8,20,Koei Tecmo Games,T
4380,NHL 2004,85,21,6.5,31,EA Black Box,E
4381,Velvet Assassin,56,46,7.1,55,"Replay Studios, ML Enterprises",M
4382,MindJack,44,31,1.7,46,FeelPlus,M
4383,NBA Live 16,59,27,6.1,70,EA Sports,E
4384,WWE SmackDown vs. Raw 2009,58,15,7.8,6,TOSE,T
4385,Dead or Alive Paradise,38,34,5.6,37,"Team Ninja, Tecmo",M
4386,Dark Souls II,91,36,7.1,2318,From Software,T
4387,The Suffering: Ties That Bind,75,37,8,23,Surreal Software,M
4388,EyeToy: Kinetic,78,32,8.3,11,SCEE London Studio,E
